Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17262366,"One Summer: America, 1927",Bill Bryson,"Bryson, Bill",,"=""0767919408""","=""9780767919401""",3,4.10,Doubleday,Hardcover,456,2013,2013,2014/10/05,2014/10/05,,,read,,,,1,0
18693753,Dear Daughter,Elizabeth  Little,"Little, Elizabeth",,"=""0670016381""","=""9780670016389""",2,3.44,Viking,Hardcover,364,2014,2014,2014/08/26,2014/08/26,audiobooks-listened,audiobooks-listened (#31),audiobooks-listened,,,,1,0
38990,Fun Home: A Family Tragicomic,Alison Bechdel,"Bechdel, Alison",,"=""0618477942""","=""9780618477944""",2,4.08,Houghton Mifflin Company,Hardcover,232,2006,2006,2014/08/26,2014/08/26,,,read,,,,1,0
20442885,Seconds,Bryan Lee O'Malley,"O'Malley, Bryan Lee",Nathan Fairbairn,"=""0307363074""","=""9780307363077""",4,4.07,Ballantine Books,Hardcover,336,2014,2014,,2014/08/12,,,read,,,,1,0
18077843,Where Nobody Knows Your Name: Life In the Minor Leagues of Baseball,John Feinstein,"Feinstein, John",,"=""0385535937""","=""9780385535939""",3,3.87,Doubleday,Hardcover,368,2014,2014,,2014/08/12,audiobooks-listened,audiobooks-listened (#30),audiobooks-listened,,,,0,0
63689,The Great Railway Bazaar: By Train Through Asia,Paul Theroux,"Theroux, Paul",,"=""0618658947""","=""9780618658947""",0,3.90,Mariner Books Classics,Paperback,342,2006,1975,,2014/07/14,to-read,to-read (#7),to-read,,,,0,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",4,4.31,Scribner,Hardcover,544,2014,2014,2014/07/08,2014/07/04,,,read,,,,1,0
15818440,The Accursed,Joyce Carol Oates,"Oates, Joyce Carol",,"=""0062231707""","=""9780062231703""",1,3.23,Ecco,Hardcover,669,2013,2013,,2014/07/04,,,read,"The most rambling, boring mess of nonsense that I've ever managed to finish. ",,,1,0
18144114,All Fishermen Are Liars (John Gierach's Fly-fishing Library),John Gierach,"Gierach, John",,"=""145161831X""","=""9781451618310""",4,4.30,Simon & Schuster,Hardcover,224,2014,2014,,2014/06/22,,,read,,,,1,0
7905092,Freedom,Jonathan Franzen,"Franzen, Jonathan",,"=""0374158460""","=""9780374158460""",3,3.79,"Farrar, Straus and Giroux",Hardcover,562,2010,2010,,2014/06/04,,,read,,,,1,0
9972821,The Aviary,Kathleen O'Dell,"O'Dell, Kathleen",,"=""0375856056""","=""9780375856051""",2,3.77,Knopf Books for Young Readers,Hardcover,337,2011,2011,,2014/06/04,audiobooks-listened,audiobooks-listened (#28),audiobooks-listened,,,,0,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",2,4.29,Houghton Mifflin,Paperback,366,2002,1937,2014/05/14,2014/05/22,audiobooks-listened,audiobooks-listened (#27),audiobooks-listened,Uugh.  Sooooooo boring.,,,1,0
15815333,The Interestings,Meg Wolitzer,"Wolitzer, Meg",,"=""1594488398""","=""9781594488399""",3,3.60,Riverhead Books,Hardcover,468,2013,2013,,2013/12/28,,,read,,,,1,0
18209468,The Weight of Blood,Laura McHugh,"McHugh, Laura",,"=""0812995201""","=""9780812995206""",0,3.76,Spiegel & Grau,Hardcover,302,2014,2014,,2014/03/26,to-read,to-read (#6),to-read,,,,0,0
21276,"A Dangerous Man (Hank Thompson, #3)",Charlie Huston,"Huston, Charlie",,"=""034548133X""","=""9780345481337""",4,4.07,Ballantine Books,Paperback,286,2006,2006,,2014/03/12,,,read,,,,1,0
16137527,"The Revolution Was Televised: The Cops, Crooks, Slingers and Slayers Who Changed TV Drama Forever",Alan Sepinwall,"Sepinwall, Alan",,"=""""","=""""",3,4.00,Amazon.com,Kindle Edition,398,2012,2012,2014/03/04,2012/12/04,audiobooks-listened,audiobooks-listened (#26),audiobooks-listened,,,,1,0
12143200,Drift,Rachel Maddow,"Maddow, Rachel",,"=""0307970388""","=""9780307970381""",2,4.07,Random House Audio,,288,2012,2012,,2012/11/24,audiobooks-listened,audiobooks-listened (#25),audiobooks-listened,,,,0,0
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",4,3.96,"Little, Brown",Hardcover,771,2013,2013,2014/02/25,2013/12/16,,,read,,,,1,0
17780,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,"Philbrick, Nathaniel",,"=""0141001828""","=""9780141001821""",3,4.16,Penguin Books,Paperback,302,2001,2000,,2014/02/25,audiobooks-listened,audiobooks-listened (#24),audiobooks-listened,,,,0,0
15926749,Pilgrim's Wilderness: A True Story of Faith and Madness on the Alaska Frontier,Tom Kizzia,"Kizzia, Tom",,"=""0307587827""","=""9780307587824""",4,3.78,Crown,Hardcover,292,2013,2013,,2014/02/11,,,read,,,,1,0
9349585,"The Tide of War (Nathan Peake, #2)",Seth Hunter,"Hunter, Seth",,"=""1590135091""","=""9781590135099""",3,4.02,McBooks Press,Hardcover,318,2010,2009,2014/02/05,2014/02/05,,,read,"Meh, batle scenes are good.  The plot is otherwise kind of dull.  Loved seeing a naval story set around the waters that I know (Rigolets, Ship Island, etc.)",,,1,0
13486632,"The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared (The Hundred-Year-Old Man, #1)",Jonas Jonasson,"Jonasson, Jonas",Rod Bradbury,"=""1843913720""","=""9781843913726""",4,3.82,Hesperus Press,Paperback,396,2012,2009,,2014/02/03,audiobooks-listened,audiobooks-listened (#23),audiobooks-listened,Forrest Gump - hippies + dry British humor,,,0,0
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,"=""1594744769""","=""9781594744761""",3,3.92,Quirk,Hardcover,352,2011,2011,2013/12/23,2013/12/12,,,read,,,,1,0
13538873,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,"Sloan, Robin",,"=""0374214913""","=""9780374214913""",4,3.72,"Farrar, Straus and Giroux",Hardcover,288,2012,2012,,2012/10/31,audiobooks-listened,audiobooks-listened (#22),audiobooks-listened,,,,0,0
18374346,The Secret Agent: In Search of America's Greatest World War II Spy,Stephan Talty,"Talty, Stephan",,"=""""","=""""",3,3.99,"Amazon Digital Services, Inc.",Kindle Edition,77,2013,2013,,2013/12/12,,,read,,,,1,0
7950312,"The Time of Terror (Nathan Peake, #1)",Seth Hunter,"Hunter, Seth",,"=""1590134850""","=""9781590134856""",3,3.88,McBooks Press,Hardcover,352,2010,2008,2013/12/07,2013/10/21,,,read,,,,1,0
13144498,Superman: The High-Flying History of the Man of Steel,Larry Tye,"Tye, Larry",,"=""1400068665""","=""9781400068661""",4,3.91,Random House,Hardcover,409,2012,2012,2013/10/29,2012/05/25,audiobooks-listened,audiobooks-listened (#21),audiobooks-listened,,,,1,0
18197495,The Pioneer Detectives,Konstantin Kakaes,"Kakaes, Konstantin",,"=""""","=""""",3,3.85,The Millions,Unknown Binding,65,2013,2013,,2013/10/21,,,read,,,,1,0
682745,The Basketball Diaries,Jim Carroll,"Carroll, Jim",,"=""""","=""""",0,3.99,Penguin Books/Penguin Group (USA) Inc.,Paperback,224,1995,1978,,2013/10/21,to-read,to-read (#5),to-read,,,,0,0
99561,Looking for Alaska,John Green,"Green, John",,"=""1435249151""","=""9781435249158""",0,3.96,Speak,Paperback,221,2006,2005,,2013/10/21,to-read,to-read (#4),to-read,,,,0,0
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",0,4.23,MTV Books/Pocket Books,Hardcover,213,1999,1999,,2013/10/21,to-read,to-read (#3),to-read,,,,0,0
16101059,Someone Could Get Hurt: A Memoir of Twenty-First-Century Parenthood,Drew Magary,"Magary, Drew",,"=""159240832X""","=""9781592408320""",4,3.90,Gotham,Hardcover,245,2013,2013,,2013/10/01,,,read,,,,1,0
18302840,The Man with the Electrified Brain: Adventures in Madness,Simon Winchester,"Winchester, Simon",,"=""1614520836""","=""9781614520832""",4,3.65,Byliner Inc.,Kindle Edition,45,2013,2013,2013/10/01,2013/09/26,,,read,,,,1,0
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",3,4.01,Random House,Paperback,509,2004,2004,2013/09/26,2013/02/24,,,read,,,,1,0
6452798,"Command and Control: Nuclear Weapons, the Damascus Accident, and the Illusion of Safety",Eric Schlosser,"Schlosser, Eric",,"=""1594202273""","=""9781594202278""",0,4.26,Penguin Books,Hardcover,656,2013,2013,,2013/09/18,to-read,to-read (#2),to-read,,,,0,0
11506091,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""""",4,4.01,Doubleday,ebook,401,2011,2011,2011/11/27,2011/10/20,,,read,,,,1,0
14050,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""0965818675""","=""9780965818674""",4,4.00,MacAdam/Cage,Paperback,537,2003,2003,,2011/11/26,audiobooks-listened,audiobooks-listened (#20),audiobooks-listened,,,,0,0
42933,"Tai-Pan (Asian Saga, #2)",James Clavell,"Clavell, James",,"=""""","=""""",5,4.30,Dell,Mass Market Paperback,732,2009,1966,,2013/08/05,,,read,,,,1,0
13498076,Every Day is an Atheist Holiday,Penn Jillette,"Jillette, Penn",,"=""""","=""""",4,3.85,Blue Rider Press,Hardcover,285,2012,2012,,2013/08/05,audiobooks-listened,audiobooks-listened (#19),audiobooks-listened,,,,0,0
21279,Six Bad Things (Hank Thompson #2),Charlie Huston,"Huston, Charlie",,"=""0345464796""","=""9780345464798""",3,4.10,Ballantine Books,Trade Paperback,305,2005,2005,,2013/08/05,,,read,,,,1,0
16158596,Lexicon,Max Barry,"Barry, Max",,"=""1594205388""","=""9781594205385""",3,3.91,Penguin Press,Hardcover,390,2013,2013,,2013/07/24,audiobooks-listened,audiobooks-listened (#18),audiobooks-listened,,,,0,0
274746,The Travels of Jaimie McPheeters,Robert Lewis Taylor,"Taylor, Robert Lewis",,"=""0385422229""","=""9780385422222""",3,3.96,Crown,Paperback,544,1992,1958,2013/07/27,2013/07/04,,,read,,,,1,0
18342,It,Stephen        King,"King, Stephen",,"=""0451169514""","=""9780451169518""",3,4.24,Signet,Mass Market Paperback,1090,2002,1986,,2013/07/24,audiobooks-listened,audiobooks-listened (#17),audiobooks-listened,,,,0,0
13540215,The Orchardist,Amanda Coplin,"Coplin, Amanda",,"=""006218850X""","=""9780062188502""",3,3.80,Harper,Hardcover,426,2012,2012,,2013/07/04,,,read,,,,1,0
1062597,The Whale Warriors: The Battle at the Bottom of the World to Save the Planet's Largest Mammals,Peter Heller,"Heller, Peter",James M. Boles,"=""1416532463""","=""9781416532460""",3,4.00,Free Press,Hardcover,304,2007,2007,2013/06/02,2012/10/23,,,read,,,,1,0
12969594,The Orphan Master's Son,Adam  Johnson,"Johnson, Adam",,"=""""","=""""",3,4.07,Random House,ebook,443,2012,2012,2013/05/27,2012/10/31,,,read,,,,1,0
13227454,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",Rachel Joyce,"Joyce, Rachel",,"=""0812993292""","=""9780812993295""",2,3.94,Random House,Hardcover,320,2012,2012,,2012/10/31,audiobooks-listened,audiobooks-listened (#16),audiobooks-listened,,,,0,0
12771778,Top of the Rock: Inside the Rise and Fall of Must See TV,Warren Littlefield,"Littlefield, Warren",T.R. Pearson,"=""0385533748""","=""9780385533744""",4,3.66,Doubleday,Hardcover,326,2012,2012,,2012/09/12,,,read,,,,1,0
21278,"Caught Stealing (Hank Thompson, #1)",Charlie Huston,"Huston, Charlie",,"=""0345464788""","=""9780345464781""",4,4.02,Ballantine Books,Paperback,240,2005,2004,2013/05/08,2013/04/30,,,read,,,,1,0
13641208,Tenth of December,George Saunders,"Saunders, George",,"=""0812993802""","=""9780812993806""",2,3.98,Random House,Hardcover,251,2013,2013,2013/04/30,2013/01/06,,,read,,,,1,0
11890816,"The Gods of Gotham (Timothy Wilde, #1)",Lyndsay Faye,"Faye, Lyndsay",,"=""0399158375""","=""9780399158377""",3,3.87,Amy Einhorn Books/Putnam,Hardcover,408,2012,2012,,2013/04/15,audiobooks-listened,audiobooks-listened (#15),audiobooks-listened,,,,0,0
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,"Chabon, Michael",,"=""0312282990""","=""9780312282998""",3,4.18,Picador USA,Paperback,639,2001,2000,2013/03/17,2012/09/15,,,read,,,,1,0
8442457,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",4,4.14,Weidenfeld & Nicolson,Hardcover,399,2012,2012,,2012/09/04,audiobooks-listened,audiobooks-listened (#14),audiobooks-listened,,,,0,0
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""055358202X""","=""9780553582024""",3,4.17,Bantam Books,Mass Market Paperback,1060,2011,2005,,2013/02/19,audiobooks-listened,audiobooks-listened (#13),audiobooks-listened,,,,0,0
351648,What the Dead Know,Laura Lippman,"Lippman, Laura",,"=""0061128856""","=""9780061128851""",2,3.57,William Morrow,Hardcover,384,2007,2007,2012/11/17,2012/10/28,,,read,,,,1,0
8286223,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",Roy Dotrice,"=""0739308734""","=""9780739308738""",4,4.55,Random House Audio,Audiobook,,2004,2000,,2012/11/14,audiobooks-listened,audiobooks-listened (#12),audiobooks-listened,,,,0,0
13313075,The Secret World of Saints: Inside the Catholic Church and the Mysterious Process of Anointing the Holy Dead,Bill Donahue,"Donahue, Bill",,"=""1614520127""","=""9781614520122""",2,3.41,Byliner,Kindle Edition,50,2011,2011,2012/10/28,2012/10/28,,,read,"It was interesting enough, but it could have been a lot better. I would have like more stories of the church exposing bogus miracles. We only got the in-depth story of one miracle, and (irony intentional), that miracle was kind of ho-hum. ",,,1,0
13330761,The Dog Stars,Peter Heller,"Heller, Peter",,"=""0307959945""","=""9780307959942""",5,3.95,Knopf,Hardcover,336,2012,2012,2012/10/15,2012/10/23,,,read,,,,1,0
13158800,The Light Between Oceans,M.L. Stedman,"Stedman, M.L.",,"=""1451681739""","=""9781451681734""",4,4.04,Scribner,Hardcover,362,2012,2012,2012/10/01,2012/09/05,,,read,<br/>      <br /><br /><br/>  ,,,1,0
7054123,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,Deborah Blum,"Blum, Deborah",,"=""1594202435""","=""9781594202438""",4,4.01,Penguin Press,Hardcover,319,2010,2010,2012/09/15,2012/03/08,audiobooks-listened,audiobooks-listened (#11),audiobooks-listened,"A Book that tells of scientific properties of various poisons, true murder stories involving those poisons, and the history of the origins of forensic analysis, all set in the era of prohibition. It might have been a little much for one book to bite off. I would have skipped some of the prohibition-related history, for example.  But all in, it was a wonderfully entertaining listen. ",,,1,0
13341414,jQuery Compressed,Jakob Jenkov,"Jenkov, Jakob",,"=""""","=""""",4,3.69,,Kindle Edition,170,2011,2011,2012/08/30,2012/08/30,technical,technical (#1),read,A concise guide with good examples.  Very inexpensive from the kindle store.  Just what I needed.,,,1,0
2728527,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"Shaffer, Mary Ann",Annie Barrows,"=""0385340990""","=""9780385340991""",4,4.19,The Dial Press,Hardcover,277,2008,2008,,2012/08/30,audiobooks-listened,audiobooks-listened (#10),audiobooks-listened,,,,0,0
12358957,Some Other Place. The Right Place.,Donald Harington,"Harington, Donald",,"=""1612188966""","=""9781612188966""",2,4.00,Lake Union Publishing,Kindle Edition,580,2011,1972,2012/01/18,2011/11/27,,,read,"I thought it was good, but not great. Satisfying conclusion, but a bit long-winded and self indulgent in the getting there. ",,,1,0
226113,Tallgrass,Sandra Dallas,"Dallas, Sandra",,"=""0312360193""","=""9780312360191""",4,3.90,St. Martin's Press,Hardcover,305,2007,2007,2012/08/16,2012/08/16,audiobooks-listened,audiobooks-listened (#9),audiobooks-listened,,,,1,0
8152846,Bumfuzzle - Just out looking for Pirates,Patrick Schulte,"Schulte, Patrick",,"=""""","=""""",3,3.82,,Kindle Edition,270,,2008,2012/07/01,2012/07/01,,,read,,,,1,0
7315573,"Fall of Giants (The Century Trilogy, #1)",Ken Follett,"Follett, Ken",,"=""0525951652""","=""9780525951650""",3,4.32,Viking,Hardcover,985,2010,2010,2012/06/27,2011/11/30,,,read,,,,1,0
3512008,The Mystic Arts of Erasing All Signs of Death,Charlie Huston,"Huston, Charlie",,"=""034550111X""","=""9780345501110""",4,3.81,Ballantine Books,Hardcover,319,2009,2008,2012/05/19,2012/05/05,,,read,,,,1,0
9418327,Bossypants,Tina Fey,"Fey, Tina",,"=""""","=""""",3,3.96,Reagan Arthur Books,ebook,283,2011,2011,,2012/05/06,audiobooks-listened,audiobooks-listened (#8),audiobooks-listened,,,,0,0
10357575,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",4,3.95,Knopf,Hardcover,944,2011,2009,2012/05/06,2011/11/26,,,read,,,,1,0
10170701,Those Guys Have All the Fun: Inside the World of ESPN,Tom Shales,"Shales, Tom","James Andrew Miller, Matt McCarthy, Joan Baker","=""1609410750""","=""9781609410759""",4,3.76,"Little, Brown & Company",Audio CD,14,2011,2011,2012/05/01,2012/05/01,audiobooks-listened,audiobooks-listened (#7),audiobooks-listened,,,,1,0
10996342,The Art of Fielding,Chad Harbach,"Harbach, Chad",,"=""0316126691""","=""9780316126694""",3,3.99,"Little, Brown and Company",Hardcover,512,2011,2011,2012/03/25,2011/09/03,audiobooks-listened,audiobooks-listened (#6),audiobooks-listened,"I couldn't dodge all of the sources recommending this to me as something I would like, so despite not being super-enthusiastic about the description and the reviews, I added it to my audiobook collection.<br/><br/>I did like it; I really did.  It helps that I listened during the start of college baseball season.  But in the end, it wasn't one that I was sad to see end.",,,1,0
8621462,A Monster Calls,Patrick Ness,"Ness, Patrick","Jim Kay, Siobhan Dowd","=""1406311529""","=""9781406311525""",3,4.35,Walker Books,Hardcover,226,2011,2011,2012/03/07,2012/03/19,audiobooks-listened,audiobooks-listened (#5),audiobooks-listened,,,,1,0
13413051,One on One: Behind the Scenes with the Greats in the Game,John Feinstein,"Feinstein, John",David de Vries,"=""""","=""""",5,3.90,Hachette Audio,Audio CD,,2011,2011,2012/01/13,2012/02/15,audiobooks-listened,audiobooks-listened (#1),audiobooks-listened,,,,1,0
11387464,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,"Larson, Erik",Stephen Hoye,"=""""","=""""",3,3.89,Random House Audio,Audiobook,13,2011,2011,2011/02/12,2012/02/15,audiobooks-listened,audiobooks-listened (#2),audiobooks-listened,,,,1,0
7775725,"The Old Man and the Swamp: A True Story About My Weird Dad, a Bunch of Snakes, and One Ridiculous Road Trip",John Sellers,"Sellers, John",,"=""141658871X""","=""9781416588719""",3,3.46,Simon & Schuster,Paperback,208,2011,2011,2012/02/10,2011/07/16,,,read,"An easy, amusing read. Liked it. ",,,1,0
3334569,Digital Photography Masterclass: Advanced Photographic and Image Manipulation Techniques for Creating Perfect Pictures,Tom Ang,"Ang, Tom",,"=""0756636728""","=""9780756636722""",4,4.00,Dorling Kindersley Limited,Hardcover,360,2008,2008,2012/01/22,2010/12/10,,,read,,,,1,0
10414941,Catherine the Great: Portrait of a Woman,Robert K. Massie,"Massie, Robert K.",,"=""0679456724""","=""9780679456728""",4,3.94,"Random House, Inc. (NY)",Hardcover,656,2011,2011,2011/12/18,2011/11/16,,,read,,,,1,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",4,4.12,Vintage International,Paperback,467,2006,2002,,2011/11/26,,,read,,,,1,0
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0965341984""","=""9780965341981""",4,4.14,Knopf,Paperback,607,1997,1994,,2011/11/26,,,read,,,,1,0
256008,"Lonesome Dove (Lonesome Dove, #1)",Larry McMurtry,"McMurtry, Larry",,"=""067168390X""","=""9780671683900""",5,4.55,Pocket Books,Mass Market Paperback,960,1999,1985,,2011/11/26,,,read,,,,1,0
5759,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393327345""","=""9780393327342""",3,4.18,W.W. Norton & Company (NYC),Paperback,218,2005,1996,,2011/11/26,,,read,,,,1,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",2,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2011/11/26,,,read,,,,1,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""""","=""""",2,3.90,Penguin Books,Paperback,1023,2003,1615,,2011/11/26,,,read,,,,1,0
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Kate Flint, Margaret Cardwell","=""0192833596""","=""9780192833594""",0,3.80,Oxford University Press,Paperback,544,1998,1861,,2011/11/26,,,read,,,,1,0
152,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","David Magarshack, Priscilla Meyer","=""""","=""""",3,4.10,Signet,Mass Market Paperback,960,2002,1878,,2011/11/26,,,read,,,,1,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",2,3.80,Back Bay Books,Paperback,277,2001,1951,,2011/11/26,,,read,,,,1,0
930,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""0739326228""","=""9780739326220""",0,4.16,Random House Large Print,Hardcover,434,2005,1997,,2011/11/26,,,read,,,,1,0
332613,One Flew Over the Cuckoo’s Nest,Ken Kesey,"Kesey, Ken",,"=""""","=""""",4,4.20,Signet,Mass Market Paperback,325,1963,1962,,2011/11/26,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",5,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2011/11/26,,,read,,,,1,0
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Tom Wilson, William Little Hughes","=""0142437174""","=""9780142437179""",2,3.83,Penguin Classics,Paperback,327,2002,1884,,2011/11/26,,,read,,,,1,0
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Charles E. Wilbour, Lee Fahnestock, Isabel Florence Hapgood","=""0451525264""","=""9780451525260""",3,4.21,Penguin,Mass Market Paperback,1463,1987,1862,,2011/11/26,,,read,,,,1,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""1441341706""","=""9781441341709""",3,4.29,Modern Library,Paperback,279,2023,1813,,2011/11/26,,,read,,,,1,0
77220,A Prayer for Owen Meany,John Irving,"Irving, John",,"=""""","=""""",5,4.24,Ballantine Books,Mass Market Paperback,617,1990,1989,,2011/11/26,,,read,,,,1,0
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",4,4.02,Anchor Books,Paperback,207,1997,1996,2005/01/01,2011/11/26,,,read,,,,1,0
14201,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,"=""""","=""""",4,3.87,Tor Books,Paperback,1006,2006,2004,2007/03/15,2011/11/16,,,read,,,,1,0
89724,We Have Always Lived in the Castle,Shirley Jackson,"Jackson, Shirley",Jonathan Lethem,"=""0143039970""","=""9780143039976""",2,3.92,Penguin Books,Paperback,152,2006,1962,2011/10/09,2011/10/07,,,read,"After reading the reviews of this, I have to say that I'm really disappointed. I was expecting it to be frightening, and include a shocking twist or two. But it didn't really come through. ",,,1,0
11151351,"Three Cups of Deceit: How Greg Mortenson, Humanitarian Hero, Lost His Way",Jon Krakauer,"Krakauer, Jon",,"=""1614520011""","=""9781614520016""",3,3.72,"Byliner, Inc.",Kindle Edition,77,2011,2011,2011/10/04,2011/10/07,,,read,,,,1,0
7815373,"Blood, Sweat & Chalk: How the Geniuses of Football Created America's Favorite Game",Tim Layden,"Layden, Tim",,"=""1603200614""","=""9781603200615""",4,4.09,Sports Illustrated,Hardcover,256,2010,2010,2011/10/08,2011/08/26,,,read,,,,1,0
7937843,Room,Emma Donoghue,"Donoghue, Emma",,"=""""","=""""",3,4.08,"Little, Brown and Company",Hardcover,321,2010,2010,2011/09/06,2011/06/25,,,read,"Really interesting and unique take, but the 5-year-old as narrator gets really old.  Still, I was anxious to see what happened next.  Glad I read it, but I'm glad I'm done with it too.",,,1,0
6323821,Last Night in Twisted River,John Irving,"Irving, John",,"=""1400063841""","=""9781400063840""",3,3.78,Random House,Hardcover,554,2009,2009,2011/08/26,2011/08/26,,,read,,,,1,0
8333743,Gringo Nightmare: A Young American Framed for Murder in Nicaragua,Eric Volz,"Volz, Eric",,"=""1429925353""","=""9781429925358""",2,3.90,St. Martin's Press,Kindle Edition,304,2010,2010,2011/06/07,2011/05/17,,,read,,,,1,0
3153910,The Art of Racing in the Rain,Garth Stein,"Stein, Garth",,"=""1554681723""","=""9781554681723""",5,4.23,Harper Collins,Hardcover,336,2008,2008,2011/06/18,2011/06/25,,,read,,,,1,0
8309055,"Life, Liberty, and the Pursuit of Sausages (J. W. Wells & Co., #7)",Tom Holt,"Holt, Tom",,"=""0316080020""","=""9780316080026""",3,3.77,Orbit,Paperback,378,2011,2011,2011/03/10,2011/05/03,,,read,Moderately entertaining.,,,1,0
6059965,Clean: The Revolutionary Program to Restore the Body's Natural Ability to Heal Itself,Alejandro Junger,"Junger, Alejandro",,"=""0061735329""","=""9780061735325""",2,3.89,HarperOne,Hardcover,304,2009,2009,,2011/05/03,,,read,Interesting. I'll give it a try and then update my website about how it is. ,,,1,0
15622,Native Son,Richard Wright,"Wright, Richard",,"=""""","=""""",4,4.04,Harper Perennial Modern Classics,Paperback,504,2005,1940,2011/02/03,2011/01/08,,,read,,,,1,0
6916073,"Everything Is Wrong with Me: A Memoir of an American Childhood Gone, Well, Wrong",Jason Mulgrew,"Mulgrew, Jason",,"=""0061766658""","=""9780061766657""",3,3.22,Harper Perennial,Paperback,214,2010,2010,,2011/01/08,,,read,"Good chuckles, easy read. ",,,1,0
431,"The New York Trilogy (New York Trilogy, #1-3)",Paul Auster,"Auster, Paul","Lucy Sante, Art Spiegelman","=""0143039830""","=""9780143039839""",4,3.87,Penguin Classics,Paperback,308,2006,1987,2011/01/01,2010/12/09,,,read,,,,1,0
135611,Shakespeare: The World as Stage,Bill Bryson,"Bryson, Bill",Auke Leistra,"=""0060740221""","=""9780060740221""",4,3.82,HarperCollinsPublishing,Paperback,199,2007,2007,,2010/06/24,,,read,"An easy read, entertianing and informative. It's brief, but it's just the amount that I want to know about WS. ",,,1,0
