Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
775597,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",Esphyr Slobodkina,"Slobodkina, Esphyr",,"=""0064431436""","=""9780064431439""",0,4.17,HarperCollins,Paperback,48,2015,1940,,2019/12/08,the-kids-shelf,the-kids-shelf (#28),the-kids-shelf,,,,0,0
26193026,Porcelain: A Memoir,Moby,"Moby, Moby",,"=""1594206422""","=""9781594206429""",3,3.97,Penguin Press,Hardcover,416,2016,2016,,2019/06/25,audiobooks-listened,audiobooks-listened (#80),audiobooks-listened,,,,0,0
36453992,Asymmetry,Lisa Halliday,"Halliday, Lisa",,"=""1501166778""","=""9781501166778""",3,3.43,Simon & Schuster,Kindle Edition,303,2018,2018,2019/11/07,2019/09/19,,,read,,,,1,0
42361141,Rivals! Frenemies Who Changed the World (Rivals #1),Scott McCormick,"McCormick, Scott","Prentice Onayemi, Samantha Turret, Khristine Hvam, Gabriel Vaughan, Josh Hurley","=""""","=""""",3,3.84,Audible Studios,Audible Audio,5,2018,2019,2019/09/07,2019/10/07,audiobooks-listened,audiobooks-listened (#79),audiobooks-listened,,,,2,0
41826893,And Then It Fell Apart,Moby,"Moby, Moby",,"=""0571339409""","=""9780571339402""",4,3.82,Faber&Faber,Paperback,394,2019,2019,2019/10/03,2019/10/07,audiobooks-listened,audiobooks-listened (#78),audiobooks-listened,,,,2,0
370493,The Giving Tree,Shel Silverstein,"Silverstein, Shel",,"=""0060256656""","=""9780060256654""",0,4.38,HarperCollins Publishers,Hardcover,64,1964,1964,,2019/09/17,the-kids-shelf,the-kids-shelf (#27),the-kids-shelf,,,,0,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler","=""""","=""""",0,4.20,Bantam,Mass Market Paperback,283,1993,1947,,2019/09/17,,,read,,,,1,0
35134342,"Hell's Princess: The Mystery of Belle Gunness, Butcher of Men",Harold Schechter,"Schechter, Harold",,"=""1503944913""","=""9781503944916""",3,3.47,Little A,Kindle Edition,334,2018,2018,2019/09/17,2019/09/17,,,read,,,,1,0
608474,"The Sign of Four (Sherlock Holmes, #2)",Arthur Conan Doyle,"Doyle, Arthur Conan",Peter Ackroyd,"=""""","=""""",3,3.89,Penguin Books,Paperback,129,2001,1890,2019/09/13,2019/09/13,audiobooks-listened,audiobooks-listened (#77),audiobooks-listened,,,,2,0
102868,"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""1420925539""","=""9781420925531""",3,4.13,Digireads.com,Paperback,123,2005,1887,2019/09/04,2019/09/13,audiobooks-listened,audiobooks-listened (#76),audiobooks-listened,,,,2,0
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",3,4.32,Penguin Books,Paperback,462,2019,2016,2019/08/20,2019/08/20,audiobooks-listened,audiobooks-listened (#75),audiobooks-listened,,,,1,0
16078215,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",2,4.02,William Morrow,ebook,259,2013,2013,2019/08/04,2019/07/20,,,read,,,,1,0
12868761,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson,"Lawson, Jenny",,"=""0399159010""","=""9780399159015""",3,3.90,Amy Einhorn: Putnam,Hardcover,318,2012,2012,2019/03/31,2017/03/05,audiobooks-listened,audiobooks-listened (#74),audiobooks-listened,,,,1,0
36183538,The Extraordinary Life of Sam Hell,Robert Dugoni,"Dugoni, Robert",,"=""1503933334""","=""9781503933330""",3,4.44,Lake Union Publishing,Kindle Edition,449,2018,2018,2019/07/19,2019/07/17,,,read,,,,1,0
31186474,Celine,Peter Heller,"Heller, Peter",,"=""0451493907""","=""9780451493903""",3,3.78,Vintage,Kindle Edition,277,2017,2017,2019/07/02,2017/03/03,,,read,,,,1,0
43666435,"Ask Again, Yes",Mary Beth Keane,"Keane, Mary Beth",,"=""1982107006""","=""9781982107000""",3,3.93,Scribner,Kindle Edition,399,2019,2019,2019/07/17,2019/05/07,,,read,,,,1,0
41643870,The Animal One Thousand Miles Long: Seven Lengths of Vermont and Other Adventures,Leath Tonino,"Tonino, Leath",,"=""159534859X""","=""9781595348593""",1,4.20,Trinity University Press,Kindle Edition,208,2018,,,2018/10/03,,,read,,,,1,0
588336,"The Baby Thief: The Untold Story of Georgia Tann, the Baby Seller Who Corrupted Adoption",Barbara Bisantz Raymond,"Raymond, Barbara Bisantz",,"=""0786719443""","=""9780786719440""",2,3.59,Carroll & Graf Publishers,Hardcover,320,2007,2009,2019/07/17,2019/03/19,,,read,,,,1,0
1971304,City of Thieves,David Benioff,"Benioff, David",,"=""0670018708""","=""9780670018703""",4,4.29,Viking / Penguin,Hardcover,258,2008,2008,2019/07/15,2019/07/02,,,read,,,,1,0
331319,An American Tragedy,Theodore Dreiser,"Dreiser, Theodore",Richard R. Lingeman,"=""0451527704""","=""9780451527707""",4,3.97,Signet Classics,Mass Market Paperback,859,2000,1925,,2019/07/06,,,read,,,,1,0
6049585,Abandon,Blake Crouch,"Crouch, Blake",,"=""0312537409""","=""9780312537401""",4,3.64,Minotaur Books,Hardcover,406,2009,2009,2017/01/10,2017/02/10,,,read,,,,1,0
34262106,Everything Here Is Beautiful,Mira T. Lee,"Lee, Mira T.",,"=""0735221960""","=""9780735221963""",0,3.92,Pamela Dorman Books,Hardcover,360,2018,2018,,2019/06/27,to-read,to-read (#37),to-read,,,,0,0
38213061,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",3,4.31,Orbit,Kindle Edition,577,2011,2011,2019/06/26,2019/06/23,,,read,,,,1,0
19182934,"A King's Commander (Alan Lewrie, #7)",Dewey Lambdin,"Lambdin, Dewey",,"=""""","=""""",3,4.15,McBooks Press,Kindle Edition,448,2008,1997,2019/06/11,2019/01/27,,,read,,,,1,0
36949800,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,"Moore, Christopher",,"=""""","=""""",3,4.23,William Morrow,Kindle Edition,468,2009,2002,2018/05/05,2017/09/20,,,read,,,,1,0
12368227,The Internet is a Playground: Irreverent Correspondences of an Evil Online Genius,David Thorne,"Thorne, David",,"=""1101513772""","=""9781101513774""",2,3.96,Penguin Group,Kindle Edition,368,2011,2010,2019/05/20,2019/05/07,,,read,,,,1,0
40121973,The Unpassing,Chia-Chia Lin,"Lin, Chia-Chia",,"=""0374279365""","=""9780374279363""",0,3.66,"Farrar, Straus and Giroux",Hardcover,288,2019,2019,,2019/05/10,to-read,to-read (#36),to-read,,,,0,0
8175441,"Mrs. Cooney Is Loony! (My Weird School, #7)",Dan Gutman,"Gutman, Dan",Jim Paillot,"=""""","=""""",3,4.21,,Kindle Edition,116,,2005,2018/10/03,2018/08/22,the-kids-shelf,the-kids-shelf (#25),the-kids-shelf,,,,1,0
19543,Where the Wild Things Are,Maurice Sendak,"Sendak, Maurice",,"=""0099408392""","=""9780099408390""",3,4.25,Red Fox,Paperback,38,2000,1963,,2018/10/03,the-kids-shelf,the-kids-shelf (#26),the-kids-shelf,,,,0,0
293595,Chicka Chicka Boom Boom,Bill Martin Jr.,"Jr., Bill Martin","John Archambault, Lois Ehlert","=""068983568X""","=""9780689835681""",2,4.26,Beach Lane Books,Paperback,32,2000,1989,,2015/10/02,the-kids-shelf,the-kids-shelf (#22),the-kids-shelf,,,,0,0
18635637,Otis and the Scarecrow,Loren Long,"Long, Loren",,"=""0399163964""","=""9780399163968""",4,3.69,Philomel Books,Hardcover,40,2014,2014,,2015/10/02,the-kids-shelf,the-kids-shelf (#23),the-kids-shelf,,,,0,0
20759653,One Big Pair of Underwear,Laura Gehl,"Gehl, Laura",Laura Gehl,"=""1442453362""","=""9781442453364""",4,3.90,Beach Lane Books,Hardcover,40,2014,2014,,2015/10/02,the-kids-shelf,the-kids-shelf (#21),the-kids-shelf,,,,0,0
33023844,"Mrs. Master Is a Disaster! (My Weirdest School, #8)",Dan Gutman,"Gutman, Dan",Jim Paillot,"=""0062429353""","=""9780062429353""",3,4.38,HarperCollins,Kindle Edition,115,2017,,2017/12/24,2017/12/24,the-kids-shelf,the-kids-shelf (#24),the-kids-shelf,,,,1,0
690955,Bad Kitty,Nick Bruel,"Bruel, Nick",,"=""1596430699""","=""9781596430693""",4,4.22,Roaring Brook Press,Hardcover,40,2005,2005,,2013/08/05,the-kids-shelf,the-kids-shelf (#18),the-kids-shelf,,,,0,0
58929,Bunny Cakes (Max and Ruby),Rosemary Wells,"Wells, Rosemary",,"=""0140566678""","=""9780140566673""",4,4.05,Puffin Books,Paperback,32,2000,1997,,2013/01/26,the-kids-shelf,the-kids-shelf (#17),the-kids-shelf,,,,0,0
15870505,These are the Avengers (World of Reading Level 1),DBG,"DBG, DBG",,"=""1423153987""","=""9781423153986""",2,3.87,Marvel Press,Paperback,32,2012,2012,,2015/09/01,the-kids-shelf,the-kids-shelf (#20),the-kids-shelf,"Quite entertaining for old an young alike if you substitute ""Poo poo"" for the last word of each page. For example, describing Iron Man's suit. ""The suit is full of poo poo.""",,,0,0
13797002,Halloween Forest,Marion Dane Bauer,"Bauer, Marion Dane",John Shelley,"=""0823423247""","=""9780823423248""",5,3.42,Holiday House,Hardcover,32,2012,2012,,2014/05/06,the-kids-shelf,the-kids-shelf (#19),the-kids-shelf,"This book is too cool.  Creepy, poetic, charming, and fun. One of my favorite children's books ever!",,,0,0
90693,Eight Silly Monkeys,Steve Haskamp,"Haskamp, Steve",,"=""1581171862""","=""9781581171860""",3,4.16,Piggy Toes Press,Hardcover,18,2003,2003,,2012/09/04,the-kids-shelf,the-kids-shelf (#16),the-kids-shelf,,,,0,0
683150,Why Is Blue Dog Blue?,George Rodrigue,"Rodrigue, George",Bruce Goldstone,"=""1584791624""","=""9781584791621""",4,4.30,Abrams Books for Young Readers,Hardcover,40,2002,2002,,2012/08/16,the-kids-shelf,the-kids-shelf (#13),the-kids-shelf,,,,0,0
827501,Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,"Katz, Karen",,"=""0689835604""","=""9780689835605""",2,4.05,Little Simon,Board Book,14,2000,2000,,2012/08/22,the-kids-shelf,the-kids-shelf (#15),the-kids-shelf,,,,0,0
3137410,Animal Band,Christopher S. Jennings,"Jennings, Christopher S.",,"=""1402753071""","=""9781402753077""",4,3.72,Union Square Kids,Hardcover,32,2008,2008,,2012/08/22,the-kids-shelf,the-kids-shelf (#14),the-kids-shelf,,,,0,0
830062,Counting Crocodiles,Judy Sierra,"Sierra, Judy",Will Hillenbrand,"=""0152163565""","=""9780152163563""",4,3.80,Clarion Books,Paperback,40,2001,1997,,2012/08/15,the-kids-shelf,the-kids-shelf (#9),the-kids-shelf,"Clever, and it rhymes!",,,0,0
3400360,Batman: The Story of the Dark Knight,Ralph Cosentino,"Cosentino, Ralph",,"=""0670062553""","=""9780670062553""",3,3.77,Viking Books for Young Readers,Hardcover,40,2008,2008,,2012/08/16,the-kids-shelf,the-kids-shelf (#12),the-kids-shelf,,,,0,0
3934068,Madeline and the Cats of Rome,John Bemelmans Marciano,"Marciano, John Bemelmans",,"=""0670062979""","=""9780670062973""",4,4.04,Viking Books for Young Readers,Hardcover,48,2008,2008,,2012/08/16,the-kids-shelf,the-kids-shelf (#11),the-kids-shelf,,,,0,0
6124878,Duck! Rabbit!,Amy Krouse Rosenthal,"Rosenthal, Amy Krouse",Tom Lichtenheld,"=""0811868656""","=""9780811868655""",3,4.17,Chronicle Books,Hardcover,32,2009,2009,,2012/08/15,the-kids-shelf,the-kids-shelf (#10),the-kids-shelf,,,,0,0
773951,The Story of Ferdinand,Munro Leaf,"Leaf, Munro",Robert Lawson,"=""0670674249""","=""9780670674244""",5,4.37,Viking,Hardcover,72,1936,1936,2012/01/22,2012/01/22,the-kids-shelf,the-kids-shelf (#6),the-kids-shelf,,,,1,1
975289,Little Quack,Lauren Thompson,"Thompson, Lauren",Derek Anderson,"=""0689847238""","=""9780689847233""",2,4.10,Simon & Schuster Books for Young Readers,Hardcover,32,2003,2003,,2012/08/01,the-kids-shelf,the-kids-shelf (#8),the-kids-shelf,,,,0,0
12169811,Scooby-Doo Comic Storybook #1: A Haunted Halloween (1),Lee Howard,"Howard, Lee","Michela Burzo, Lisa Amerighi, Elena Prearo, Alcadia Snc","=""0545368642""","=""9780545368643""",2,3.78,Scholastic Inc.,Paperback,32,2011,2011,2012/02/12,2012/02/13,the-kids-shelf,the-kids-shelf (#7),the-kids-shelf,,,,1,0
682920,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",Don Wood,"Wood, Don",Audrey Wood,"=""0859536599""","=""9780859536592""",4,4.32,Childs Play Intl Ltd,Board Book,32,1998,1984,2011/05/15,2011/05/15,the-kids-shelf,the-kids-shelf (#2),the-kids-shelf,,,,1,0
734541,"Go, Train, Go!",W. Awdry,"Awdry, W.",Tommy Stubbs,"=""0375834613""","=""9780375834615""",2,3.93,Random House Books for Young Readers,Board book,24,2006,2005,2011/05/15,2011/05/15,the-kids-shelf,the-kids-shelf (#3),the-kids-shelf,So awful,,,1,0
7769,Dr. Seuss's ABC,Dr. Seuss,"Seuss, Dr.",,"=""0679882812""","=""9780679882817""",4,4.13,Random House,Board Book,24,1996,1963,,2011/05/17,the-kids-shelf,the-kids-shelf (#5),the-kids-shelf,,,,0,0
770038,Is Your Mama a Llama?,Deborah Guarino,"Guarino, Deborah",Steven Kellogg,"=""0590259385""","=""9780590259385""",4,4.18,Scholastic Press,Board Book,14,1997,1989,,2011/05/17,the-kids-shelf,the-kids-shelf (#4),the-kids-shelf,,,,0,0
1276007,Babushka,Sandra Ann Horn,"Horn, Sandra Ann",Sophie Fatus,"=""1841483532""","=""9781841483535""",4,4.03,Barefoot Books,Hardcover,32,2002,2002,2010/12/09,2010/12/10,the-kids-shelf,the-kids-shelf (#1),the-kids-shelf,"The born in a manger to a virgin mother legend strains my credulousness, but it's still a nice story.  I especially like this take on it, where the whole manger scene is ancillary and the shepherds and wise men aren't mentioned in the text at all.<br/><br/>I would try to summarize the story, but it would sound stupid, so take my word for it that this is a nice read.  I like the art in the book even more than the story.",,,1,0
38186611,"An Absolutely Remarkable Thing (The Carls, #1)",Hank Green,"Green, Hank",,"=""1524743445""","=""9781524743444""",3,4.04,Dutton,Hardcover,343,2018,2018,,2019/01/10,audiobooks-listened,audiobooks-listened (#73),audiobooks-listened,,,,1,0
185748,"Kiss Me, Judas",Will Christopher Baer,"Baer, Will Christopher",,"=""1596921862""","=""9781596921863""",0,3.81,Lawson Library,Paperback,316,2006,1998,,2019/04/18,to-read,to-read (#35),to-read,,,,0,0
12497,No Country for Old Men,Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",0,4.16,Knopf Doubleday Publishing Group,Paperback,309,2006,2005,,2019/04/05,,,read,,,,1,0
37703550,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219095""","=""9780735219090""",3,4.38,G.P. Putnam's Sons,Hardcover,370,2018,2018,2019/01/24,2018/11/11,audiobooks-listened,audiobooks-listened (#72),audiobooks-listened,,,,1,0
39280445,Nine Perfect Strangers,Liane Moriarty,"Moriarty, Liane",,"=""1250069823""","=""9781250069825""",2,3.56,Flatiron Books,Hardcover,453,2018,2018,2019/02/23,2019/01/10,audiobooks-listened,audiobooks-listened (#71),audiobooks-listened,,,,1,0
32795900,History of Wolves,Emily Fridlund,"Fridlund, Emily",,"=""0802189776""","=""9780802189776""",4,3.40,Atlantic Monthly Press,Kindle Edition,288,2017,2017,2019/01/27,2018/11/22,,,read,,,,1,0
34731459,"The Girl in the Tower (Winternight Trilogy, #2)",Katherine Arden,"Arden, Katherine",,"=""1101885971""","=""""",2,4.35,Del Rey,Kindle Edition,384,2017,2017,2018/12/18,2018/07/06,,,read,,,,1,0
36373639,The Tangled Tree: A Radical New History of Life,David Quammen,"Quammen, David",,"=""1476776628""","=""9781476776620""",0,3.98,Simon & Schuster,Hardcover,480,2018,2018,,2019/01/15,to-read,to-read (#34),to-read,,,,0,0
11257660,"The Bayou Trilogy: Under the Bright Lights, Muscle for the Wing, and The Ones You Do",Daniel Woodrell,"Woodrell, Daniel",,"=""""","=""""",1,3.76,,Kindle Edition,498,,2011,,2012/11/24,,,read,,,,1,0
32075861,The Essex Serpent,Sarah Perry,"Perry, Sarah",,"=""0062666371""","=""9780062666376""",0,3.53,Mariner Books,Hardcover,422,2017,2016,,2018/11/22,to-read,to-read (#33),to-read,,,,0,0
36950898,A Terrible Country,Keith Gessen,"Gessen, Keith",,"=""0735221316""","=""9780735221314""",4,3.88,Viking,Hardcover,338,2018,2018,,2018/07/30,,,read,,,,1,0
19051529,"Marine Diesel Engines: Maintenance, Troubleshooting, and Repair",Nigel Calder,"Calder, Nigel",,"=""007177999X""","=""9780071779999""",0,4.32,International Marine/Ragged Mountain Press,Kindle Edition,788,2006,1987,2018/11/13,2018/04/19,technical,technical (#3),read,,,,1,0
40652348,The Sundering Flood,William Morris,"Morris, William",,"=""0486826287""","=""9780486826288""",1,3.92,Dover Publications,Kindle Edition,146,2017,1897,,2018/02/03,,,read,,,,1,0
39927096,"Less (Arthur Less, #1)",Andrew Sean Greer,"Greer, Andrew Sean",,"=""""","=""""",1,3.63,Lee Boudreaux Books,Kindle Edition,273,2017,2017,,2018/10/03,couldn-t-finish,couldn-t-finish (#16),couldn-t-finish,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",4,3.93,Scribner,Paperback,180,1925,1925,1989/10/03,2018/10/03,,,read,,,,1,0
133486,Nicholas and Alexandra: The Classic Account of the Fall of the Romanov Dynasty,Robert K. Massie,"Massie, Robert K.",,"=""0345438310""","=""9780345438317""",4,4.23,Random House Trade Paperbacks,Paperback,640,2000,1967,2014/09/03,2014/07/04,,,read,,,,1,0
6096829,The Collected Essex County,Jeff Lemire,"Lemire, Jeff",,"=""160309038X""","=""9781603090384""",0,4.32,Top Shelf Productions,Paperback,512,2009,2009,,2018/10/04,to-read,to-read (#32),to-read,,,,0,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",3,4.03,RANDOM HOUSE TRADE @,Hardcover,399,1996,1995,,2018/10/03,audiobooks-listened,audiobooks-listened (#70),audiobooks-listened,,,,0,0
43641,Water for Elephants,Sara Gruen,"Gruen, Sara",,"=""1565125606""","=""9781565125605""",3,4.11,Algonquin Books,Paperback,368,2007,2006,,2018/10/03,audiobooks-listened,audiobooks-listened (#69),audiobooks-listened,,,,1,0
252577,"Angela’s Ashes (Frank McCourt, #1)",Frank McCourt,"McCourt, Frank",,"=""0007205236""","=""9780007205233""",3,4.15,Harper Perennial,Paperback,452,2005,1996,,2018/10/03,,,read,,,,1,0
2429135,The Girl With the Dragon Tattoo (Millennium #1),Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",3,4.17,Viking Canada,Hardcover,480,2008,2005,,2018/10/03,audiobooks-listened,audiobooks-listened (#68),audiobooks-listened,,,,1,0
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""""","=""""",3,3.89,Signet Book,Mass Market Paperback,704,1996,1943,,2018/10/03,audiobooks-listened,audiobooks-listened (#66),audiobooks-listened,,,,0,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",3,4.45,Bantam,Mass Market Paperback,835,2005,1996,,2018/10/03,audiobooks-listened,audiobooks-listened (#67),audiobooks-listened,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,4.38,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2018/10/03,couldn-t-finish,couldn-t-finish (#15),couldn-t-finish,,,,0,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",0,3.66,"Little, Brown and Company",Paperback,498,2006,2005,,2018/10/03,audiobooks-listened,audiobooks-listened (#65),audiobooks-listened,,,,0,0
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska","=""0618346252""","=""9780618346257""",2,4.40,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2018/10/03,audiobooks-listened,audiobooks-listened (#64),audiobooks-listened,,,,0,0
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",3,3.94,Seal Books,Paperback,460,2006,2001,,2018/10/03,,,read,,,,1,0
4667024,The Help,Kathryn Stockett,"Stockett, Kathryn",,"=""0399155341""","=""9780399155345""",4,4.46,G.P. Putnam's Sons,Hardcover,464,2009,2009,,2018/10/03,audiobooks-listened,audiobooks-listened (#63),audiobooks-listened,,,,1,0
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""1400096898""","=""9781400096893""",3,4.16,Vintage Books USA,Mass Market Paperback,503,2005,1997,,2018/10/03,,,read,,,,1,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",3,4.35,Riverhead Books,Paperback,371,2004,2003,,2018/10/03,,,read,,,,1,0
7613,Animal Farm,George Orwell,"Orwell, George","Ann Patchett, Téa Obreht","=""""","=""""",2,4.00,Plume,Paperback,129,2003,1945,,2018/10/03,,,read,,,,1,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""0152023984""","=""9780152023980""",2,4.33,"Harcourt, Inc.",Hardcover,96,2000,1943,,2018/10/03,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""0439554934""","=""9780439554930""",3,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2018/10/03,,,read,,,,1,0
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0735224293""","=""9780735224292""",3,4.07,Penguin Press,Hardcover,338,2017,2017,,2018/10/03,audiobooks-listened,audiobooks-listened (#62),audiobooks-listened,,,,0,0
27252,Pope Joan,Donna Woolfolk Cross,"Cross, Donna Woolfolk",,"=""0345416260""","=""9780345416261""",4,4.09,Ballantine Books (NY),Paperback,422,2009,1996,,2018/10/03,,,read,,,,1,0
7190,The Three Musketeers,Alexandre Dumas,"Dumas, Alexandre","Richard Pevear, Philip Bates, William Barrow, August Zoller, Marisa Zini, Moshe Ukle, Pierre Toutain-Dorbec, John      Lee, Jacques Georges Clemenc Le Clercq, Natalie Montoto, S.M. Sheley, Daniel Rasmusson, Louis Jourdan, Walter Covell, Michael Page, Michael Hugh Johnson, Sylvie Thorel-Cailleteau, Milo Winter, Bill Homewood, Arthur Paul John Charles James Gore Sudley, S.N. Rizvi, Giorgio Manganelli, William Robson, Isabel Ely Lord, Александр Дюма","=""""","=""""",3,4.10,Modern Library,Paperback,625,2001,1844,,2018/10/03,,,read,,,,1,0
2865,Girl with a Pearl Earring,Tracy Chevalier,"Chevalier, Tracy",,"=""0452287022""","=""9780452287020""",3,3.93,Plume/Penguin,Paperback,233,2005,1999,,2018/10/03,,,read,,,,1,0
402093,"Shōgun (Asian Saga, #1)",James Clavell,"Clavell, James",,"=""""","=""""",5,4.41,Dell,Paperback,1152,2009,1975,,2018/10/03,,,read,,,,1,0
10692,The Historian,Elizabeth Kostova,"Kostova, Elizabeth",,"=""0751537284""","=""9780751537284""",4,3.80,Time Warner Books,Paperback,704,2005,2005,,2018/10/03,audiobooks-listened,audiobooks-listened (#61),audiobooks-listened,,,,0,0
31930883,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",0,4.06,Fleet,Paperback,367,2017,2016,,2018/10/03,to-read,to-read (#31),to-read,,,,0,0
264983,Why Moths Hate Thomas Edison: And Other Urgent Inquiries into the Odd Nature of Nature (Outside Books),Jason Schneider,"Schneider, Jason",Hampton Sides,"=""0393321509""","=""9780393321500""",0,3.68,W. W. Norton & Company,Paperback,224,2001,2001,,2018/10/03,to-read,to-read (#30),to-read,,,,0,0
36236128,The Show That Never Ends: The Rise and Fall of Prog Rock,David Weigel,"Weigel, David",,"=""0393356027""","=""9780393356021""",0,3.50,W. W. Norton & Company,Paperback,368,2018,,,2018/09/11,to-read,to-read (#29),to-read,,,,0,0
19084323,"H.M.S. Cockerel (Alan Lewrie, #6)",Dewey Lambdin,"Lambdin, Dewey",,"=""1590134656""","=""""",3,4.16,McBooks Press,Kindle Edition,448,2009,1995,2018/09/04,2018/07/26,,,read,,,,1,0
10850,Notes from the Century Before: A Journal from British Columbia (Modern Library Exploration),Edward Hoagland,"Hoagland, Edward","David Quammen, Jon Krakauer","=""0375759433""","=""9780375759437""",0,3.87,Random House Publishing Group,Paperback,304,2002,1969,,2018/08/26,to-read,to-read (#28),to-read,,,,0,0
35961705,Kudos,Rachel Cusk,"Cusk, Rachel",,"=""1473524334""","=""9781473524330""",0,3.89,Vintage Digital,ebook,236,2018,2018,,2018/08/20,to-read,to-read (#27),to-read,,,,0,0
36348525,Severance,Ling  Ma,"Ma, Ling",,"=""0374261598""","=""9780374261597""",0,3.90,"Farrar, Straus and Giroux",Hardcover,291,2018,2018,,2018/08/20,to-read,to-read (#26),to-read,,,,0,0
237209,"In the Woods (Dublin Murder Squad, #1)",Tana French,"French, Tana","David Nathan, Isabel Margelí Bailo, Ulrike Wasel, Klaus Timmermann","=""0670038601""","=""9780670038602""",3,3.79,Viking,Hardcover,429,2007,2007,2018/07/26,2018/01/24,,,read,,,,1,0
6456073,The Shipping News,Annie Proulx,"Proulx, Annie",,"=""""","=""""",3,3.88,Scribner,ebook,354,2008,1993,2018/07/20,2018/05/04,,,read,,,,1,0
6473195,The Murder at the Vicarage (Miss Marple #1),Agatha Christie,"Christie, Agatha",,"=""""","=""""",3,4.05,William Morrow Paperbacks,Kindle Edition,307,2009,1930,2018/07/13,2018/07/10,,,read,,,,1,0
9123100,"South of the Border, West of the Sun",Haruki Murakami,"Murakami, Haruki",,"=""0307762742""","=""9780307762740""",3,3.86,Vintage,Kindle Edition,213,2010,1992,2018/07/10,2018/07/05,,,read,,,,1,0
25489134,"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,"Arden, Katherine",,"=""1101885939""","=""9781101885932""",3,4.09,Del Rey,Hardcover,319,2017,2017,2018/07/06,2017/01/09,,,read,,,,1,0
21957827,"The Code of the Hills (Ozarks Mystery, #1)",Nancy    Allen,"Allen, Nancy",,"=""""","=""""",3,3.91,William Morrow Paperbacks,Kindle Edition,413,2014,2014,2018/06/29,2018/06/26,,,read,,,,1,0
39094046,The High Mountains of Portugal,Yann Martel,"Martel, Yann",,"=""""","=""""",3,3.39, Spiegel & Grau,Kindle Edition,370,2016,2016,2018/06/26,2018/06/22,,,read,,,,1,0
8719334,The Shotgun Rule,Charlie Huston,"Huston, Charlie",,"=""""","=""""",4,3.96,Ballantine Books,Kindle Edition,258,2007,2007,2018/06/22,2017/02/19,,,read,,,,1,0
27397628,Jane Steele,Lyndsay Faye,"Faye, Lyndsay",,"=""""","=""""",4,3.88,G.P. Putnam's Sons,ebook,427,2016,2016,2018/06/22,2018/06/22,,,read,,,,1,0
